"gene","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","p1","p0","Delta_2RF"
"Q9BRP4",0.17024,0.76415,0.76415,0.93439,0,1,2,8,34,26,0,0.3571429,0.874,392,"Yes","No",2,44.0276614845816,"No","No",0.104,0.489,-0.385
"Q9BRP7",0.98345,1.20683,1.20683,1.67468,1,1,6,27,81,37,0.8669872,0.6955128,1.478,624,"Yes","No",5,55.1686470818301,"No","No",0.16,0.524,-0.364
"Q9BRQ3",1.15637,0.82389,1.15637,1.92429,1,1,5,15,70,33,0.4488449,0.7194719,1.393,303,"Yes","No",6,50.4538833532541,"No","No",0.164,0.104,0.06
"Q9BRQ4",0.23908,0.74545,0.74545,0.98453,0,3,1,40,65,53,0,0.04494382,1.11,267,"Yes","No",7,52.166079563221,"Yes","No",0.889,0.607,0.282
"Q9BRQ8",0.8457,0.63379,0.8457,0.97528,1,1,5,32,71,24,0.463807,0.3619303,1.064,373,"Yes","No",2,46.8392469501501,"No","No",0.127,0.66,-0.533
"Q9BRR3",0.73768,0.85845,0.85845,0.96828,1,1,4,36,65,33,0.6079404,0.6501241,1.326,403,"Yes","No",0,56.564733617593,"No","No",0.06,0.174,-0.114
"Q9BRR6",1.00493,0.80544,1.00493,1.60926,1,1,3,25,93,40,0.1609658,0.0583501,1.485,497,"Yes","No",2,49.2743917354567,"No","No",0.117,0.128,-0.011
"Q9BRT3",0.75919,0.04204,0.75919,0.80123,1,0,1,14,27,16,0.2434783,0,0.882,115,"Yes","No",1,72.5661780488696,"No","No",0.135,0.084,0.051
"Q9BRT8",0.81844,0.88919,0.88919,0.99508,1,1,3,54,49,28,0.1088608,0.6607595,1.226,395,"Yes","No",3,60.1916944121924,"No","No",0.078,0.192,-0.114
"Q9BRT9",0.74154,0.82063,0.82063,0.84431,1,1,2,1,29,24,0.7757848,0.07623318,0.87,223,"Yes","No",1,75.4077194867713,"No","Yes",0.133,0.255,-0.122
"Q9BRU9",0.91945,0.07504,0.91945,0.99449,1,0,1,19,33,25,0.1204819,0,1.153,249,"Yes","No",3,85.7776165332932,"Yes","Yes",0.877,0.436,0.441
"Q9BRV3",0.65969,0.22436,0.65969,0.88405,1,0,1,4,52,20,0.239819,0,0.877,221,"Yes","No",3,63.976461198009,"No","No",0.152,0.163,-0.011
"Q9BRX2",0.81785,0.91399,0.91399,1.69081,1,1,4,47,70,44,0.8103896,0.05974026,1.07,385,"Yes","No",1,56.0384964185455,"No","Yes",0.112,0.148,-0.036
"Q9BRX5",0.82059,0.1105,0.82059,0.93109,1,0,1,1,29,17,0.1574074,0,0.861,216,"Yes","No",0,72.0602791852593,"No","Yes",0.121,0.109,0.012
"Q9BRX8",0.98951,0.93393,0.98951,1.69835,1,1,4,25,60,36,0.489083,0.419214,1.53,229,"Yes","No",0,61.4823080504629,"No","No",0.068,0.211,-0.143
"Q9BRX9",0.65511,0.8873,0.8873,0.90838,1,1,2,11,34,23,0.0984127,0.1015873,1.109,315,"Yes","No",1,47.9909944909524,"No","No",0.089,0.395,-0.306
"Q9BRY0",1.66502,1.65985,1.66502,1.66502,2,2,3,86,76,38,0.1624204,0.1433121,2.042,314,"Yes","No",2,66.1300734733312,"Yes","No",0.735,0.113,0.622
"Q9BRZ2",0.68953,0.69631,0.69631,0.79539,1,1,2,3,35,25,0.6794702,0.01059603,0.964,755,"Yes","No",7,74.0870669395656,"No","No",0.162,0.367,-0.205
"Q9BS26",0.79763,0.89713,0.89713,0.97589,1,1,6,36,48,34,0.6527094,0.7832512,1.179,406,"Yes","No",0,61.7871979136601,"No","No",0.095,0.149,-0.054
"Q9BS86",0.90366,0.80042,0.90366,1.08928,1,1,3,1,43,26,0.5042735,0.3333333,0.941,351,"Yes","No",7,74.6957031477379,"Yes","No",0.89,0.582,0.308
"Q9BS91",1.94416,0.72253,1.94416,2.02843,2,1,3,86,98,36,0.120283,0.365566,2.085,424,"Yes","Yes",3,64.6363604130094,"No","No",0.135,0.394,-0.259
"Q9BS92",0.96495,0.87902,0.96495,1.84397,1,1,4,78,74,56,0.5910931,0.6477733,1.561,247,"Yes","No",5,60.2056756734008,"Yes","No",0.759,0.298,0.461
"Q9BSA4",0.0191,0.72174,0.72174,0.74084,0,5,1,56,34,25,0,0.241573,1.182,534,"Yes","No",8,72.3659830113483,"No","No",0.204,0.658,-0.454
"Q9BSB4",0.62098,0.69956,0.69956,0.71317,1,1,2,49,45,19,0.05045872,0.6972477,1.083,218,"Yes","No",0,60.4378648842202,"No","No",0.103,0.092,0.011
"Q9BSC4",0.6226,0.7019,0.7019,0.7019,3,1,3,11,43,38,0.08430233,0.5392442,1.035,688,"Yes","No",2,80.5739806719651,"No","Yes",0.13,0.502,-0.372
"Q9BSD7",0.72747,0.81005,0.81005,0.81005,1,1,2,5,35,24,0.03157895,0.2578947,1.145,190,"Yes","No",2,57.5440624704,"No","No",0.099,0.678,-0.579
"Q9BSE5",0.92567,0.65398,0.92567,1.05539,1,1,4,90,60,27,0.7926136,0.6534091,1.582,352,"Yes","No",6,52.0687043692216,"No","No",0.175,0.242,-0.067
"Q9BSG0",0.96352,1.39103,1.39103,1.51574,1,2,5,17,44,35,0.3510638,0.2606383,1.703,188,"Yes","No",0,63.6997288350532,"No","No",0.103,0.08,0.023
"Q9BSH3",0.67527,1.05857,1.05857,1.11409,1,1,2,17,53,25,0.258216,0.4835681,1.155,213,"Yes","No",1,77.1999004048639,"No","No",0.133,0.095,0.038
"Q9BSH4",0.95573,1.19549,1.19549,1.768,1,2,4,27,61,34,0.6296296,0.1279461,1.992,297,"Yes","No",5,74.5204937501347,"Yes","No",0.764,0.449,0.315
"Q9BSH5",0.74516,0.00504,0.74516,0.7502,1,0,1,10,37,33,0.0438247,0,1.098,251,"Yes","No",1,52.927368516239,"No","No",0.093,0.271,-0.178
"Q9BSJ1",0.62762,0.8753,0.8753,0.9525,1,1,4,11,53,27,0.7876106,0.09292035,1.17,452,"Yes","No",4,58.838194687469,"No","NT",0.055,0.202,-0.147
"Q9BSJ2",0.75346,0.16886,0.75346,0.92232,1,0,1,2,48,14,0.6430155,0,0.91,902,"Yes","No",9,63.2452276203171,"Yes","Yes",0.875,0.85,0.025
"Q9BSJ8",0.90952,0.97012,0.97012,1.78697,1,1,13,34,83,47,0.9130435,0.6476449,1.598,1104,"Yes","No",3,66.9032722577373,"No","No",0.113,0.479,-0.366
"Q9BSK2",0.711,0.10415,0.711,0.81515,1,0,1,1,26,22,0.1028037,0,0.81,321,"Yes","No",0,66.0497478203738,"No","No",0.086,0.109,-0.023
"Q9BSL1",0.81049,0.01367,0.81049,0.82416,1,0,1,14,41,20,0.3851852,0,0.96,405,"Yes","No",2,75.3826825806222,"No","No",0.106,0.588,-0.482
"Q9BSM1",0.70048,0.62961,0.70048,0.89213,1,1,3,1,31,21,0.6563707,0.02702703,0.931,259,"Yes","No",1,80.6110707213745,"No","No",0.109,0.058,0.051
"Q9BST9",0.83456,0.97734,0.97734,1.04499,1,1,4,28,74,27,0.5630551,0.6731794,1.218,563,"Yes","No",1,82.6608183639609,"No","No",0.106,0.115,-0.00900000000000001
"Q9BSU1",0.76404,0.80696,0.80696,1.52283,1,1,3,6,63,39,0.7345972,0.2345972,1.075,422,"Yes","No",1,57.7886005384739,"No","No",0.075,0.145,-0.07
"Q9BSU3",0.01231,0.6523,0.6523,0.66461,0,1,1,2,21,26,0,0.3668122,1.151,229,"Yes","No",1,80.2974912228821,"No","No",0.076,0.077,-0.001
"Q9BSW2",0.68583,0.78327,0.78327,0.91086,1,1,2,25,46,26,0.751026,0.1846785,1.278,731,"Yes","No",9,96.8355142365554,"No","No",0.194,0.288,-0.094
"Q9BSW7",0.75558,0.08391,0.75558,0.80593,1,0,2,3,52,29,0.757384,0,1.133,474,"Yes","No",0,81.4428371714557,"No","No",0.062,0.465,-0.403
"Q9BSY9",0.73141,0.09517,0.73141,0.82658,1,0,1,37,35,28,0.04123711,0,1.217,194,"Yes","No",0,62.3519653319588,"Yes","No",0.72,0.403,0.317
"Q9BT04",0.64917,0.80244,0.80244,0.98467,1,1,3,5,76,29,0.3660287,0.2607656,0.958,418,"Yes","No",5,51.2868034700479,"Yes","No",0.766,0.396,0.37
"Q9BT17",0.80064,0.74269,0.80064,1.31664,1,1,3,13,73,28,0.239521,0.3952096,1.392,334,"Yes","No",2,54.8582050571138,"No","No",0.075,0.065,0.01
"Q9BT22",1.0247,1.18327,1.18327,1.71395,3,1,5,38,81,42,0.6034483,0.2327586,1.43,464,"Yes","No",44,49.6424864896034,"Yes","Yes",0.974,0.872,0.102
"Q9BT30",0.91153,1.73322,1.73322,1.8416,1,2,3,88,54,45,0.6425339,0.2081448,1.889,221,"Yes","No",1,56.3961943442353,"No","No",0.121,0.149,-0.028
"Q9BT40",1.03536,0.90482,1.03536,1.79376,2,1,7,13,64,40,0.8147321,0.40625,1.66,448,"Yes","No",19,52.4408968634063,"Yes","No",0.949,0.918,0.0309999999999999
"Q9BT73",0.00969,0.65837,0.65837,0.66806,0,1,1,4,26,23,0,0.1967213,0.762,122,"Yes","No",1,60.8460993419016,"No","Yes",0.134,0.399,-0.265
"Q9BT88",0.7356,0.19047,0.7356,0.92518,1,0,2,1,57,26,0.7656613,0,0.967,431,"Yes","No",2,81.7993846616705,"Yes","No",0.745,0.407,0.338
"Q9BTC8",1.56636,0.92298,1.56636,2.23367,6,1,4,48,47,48,0.02020202,0.7811448,1.996,594,"Yes","No",1,86.6540246890842,"No","No",0.115,0.121,-0.00599999999999999
"Q9BTE0",0.77899,0,0.77899,0.77899,1,0,1,1,43,26,0.3285024,0,0.854,207,"Yes","No",1,53.8408616631401,"No","No",0.134,0.018,0.116
"Q9BTE3",1.07696,1.72241,1.72241,2.00286,1,2,8,63,145,56,0.5778816,0.6339564,1.891,642,"Yes","No",2,60.8988716916667,"No","Yes",0.173,0.263,-0.09
"Q9BTE6",0.31706,0.86,0.86,1.17706,0,1,3,4,46,23,0,0.8009709,0.919,412,"Yes","No",3,57.6270508024757,"No","No",0.163,0.204,-0.041
"Q9BTF0",0.81706,0.82488,0.82488,1.48721,1,1,5,16,43,39,0.6023857,0.8966203,1.271,503,"Yes","No",1,74.2628460695388,"No","No",0.125,0.094,0.031
"Q9BTN0",0.79094,0.67181,0.79094,1.02222,1,1,2,5,37,24,0.727707,0.1799363,0.986,628,"Yes","No",3,72.0855779762357,"No","No",0.133,0.143,-0.00999999999999998
"Q9BTP7",0.76016,0.03833,0.76016,0.79849,1,0,1,17,25,22,0.09302326,0,1.034,215,"Yes","No",6,67.3277898089302,"No","No",0.198,0.388,-0.19
"Q9BTT6",0.16157,0.7499,0.7499,0.91147,0,1,1,1,24,16,0,0.2175573,0.842,524,"Yes","No",1,64.7256458943321,"Yes","No",0.789,0.123,0.666
"Q9BTU6",0.40515,0.91164,0.91164,1.31679,0,1,1,42,77,29,0,0.4613779,1.594,479,"Yes","No",0,69.3027588773946,"No","No",0.103,0.408,-0.305
"Q9BTV4",0.87292,0.92777,0.92777,1.66749,1,5,5,13,105,72,0.31,0.3925,1.771,400,"Yes","No",19,63.54882393855,"Yes","No",0.952,0.858,0.094
"Q9BTV5",0.78737,0.9969,0.9969,1.12595,3,1,4,20,69,39,0.7217742,0.08266129,1.424,496,"Yes","No",2,72.3690354958911,"Yes","No",0.669,0.225,0.444
"Q9BTV6",1.05804,0.61469,1.05804,1.05804,2,3,3,9,47,45,0.04646018,0.01548673,1.321,452,"Yes","No",4,60.7425809937168,"No","No",0.141,0.278,-0.137
"Q9BTX1",0.68778,0.69397,0.69397,1.08375,1,1,2,5,110,29,0.2848665,0.5756677,1.01,674,"Yes","No",4,70.8190320008012,"No","Yes",0.154,0.482,-0.328
"Q9BTY2",0.8269,0.90984,0.90984,0.92451,1,1,3,39,70,27,0.1456103,0.4453961,1.668,467,"Yes","No",5,48.8058617012891,"No","No",0.156,0.069,0.087
"Q9BTY7",0.83122,0.18556,0.83122,1.01678,1,0,1,12,49,17,0.6435897,0,0.935,390,"Yes","No",1,55.0894306402564,"No","No",0.087,0.239,-0.152
"Q9BTZ2",1.0677,0.09194,1.0677,1.13869,1,0,2,24,49,24,0.6043165,0,1.219,278,"Yes","No",5,57.1362345296619,"No","No",0.132,0.438,-0.306
"Q9BU02",1.44097,1.19665,1.44097,1.5073,2,3,2,46,62,44,0.02608696,0.326087,2.057,230,"Yes","No",1,60.249365423913,"No","No",0.092,0.055,0.037
"Q9BU20",0.68495,0.92131,0.92131,1.01777,1,1,3,32,56,27,0.2248062,0.5581395,1.504,258,"Yes","No",1,53.2968009516667,"No","No",0.132,0.234,-0.102
"Q9BU23",0.71689,0.2391,0.71689,0.95599,3,0,4,15,138,47,0.6605375,0,1.154,707,"Yes","No",10,55.8577401855983,"No","No",0.233,0.642,-0.409
"Q9BU61",0.08749,0.62767,0.62767,0.71516,0,1,1,9,23,20,0,0.1032609,0.935,184,"Yes","No",4,84.7761376062283,"Yes","No",0.79,0.719,0.0710000000000001
"Q9BUB4",0.88064,0.27897,0.88064,0.95052,5,0,4,58,100,73,0.2828685,0,1.41,502,"Yes","No",5,64.2269094040598,"No","No",0.181,0.208,-0.027
"Q9BUB5",0.60539,0.75354,0.75354,0.84407,1,1,2,14,55,31,0.6258065,0.7354839,0.995,465,"Yes","No",1,74.6009848356559,"No","No",0.122,0.596,-0.474
"Q9BUD6",0.78813,0.73668,0.78813,0.80701,1,1,3,46,67,26,0.223565,0.5740181,1.06,331,"Yes","No",6,67.4080399558489,"Yes","NT",0.746,0.398,0.348
"Q9BUE0",2.1801,1.89555,2.1801,2.22941,4,4,4,21,63,49,0.2692308,0.1923077,2.4,208,"Yes","No",1,65.9863943726442,"No","Yes",0.107,0.339,-0.232
"Q9BUE6",0.79375,0.04118,0.79375,0.83493,1,0,1,17,28,21,0.3875969,0,1.151,129,"Yes","No",1,77.1235726497674,"Yes","No",0.708,0.038,0.67
"Q9BUF5",0.05131,0.65302,0.65302,0.70433,0,1,1,22,62,21,0,0.1704036,1.267,446,"Yes","No",3,43.3698528904619,"Yes","No",0.85,0.256,0.594
"Q9BUI4",0.76038,1.11507,1.11507,1.87545,1,1,6,20,65,43,0.2940075,0.8595506,1.687,534,"Yes","No",5,61.2875655262547,"No","Yes",0.206,0.562,-0.356
"Q9BUJ0",0.74459,0.90123,0.90123,0.94305,1,1,3,22,58,23,0.804428,0.5424354,1.068,271,"Yes","No",3,63.0984895647823,"No","No",0.096,0.132,-0.036
"Q9BUK6",0.91938,1.1348,1.1348,2.05418,3,1,3,94,100,83,0.7350877,0.1087719,1.347,570,"Yes","No",22,49.9548339390456,"Yes","Yes",0.929,0.937,-0.00800000000000001
"Q9BUL9",0.1014,0.80643,0.80643,0.90783,0,1,1,39,35,23,0,0.3266332,1.364,199,"Yes","No",0,80.3489862030151,"No","No",0.066,0.151,-0.085
"Q9BUM1",0,0.85044,0.85044,0.85044,0,1,0,24,88,14,0,0.6849711,1.141,346,"Yes","Yes",13,50.524463469526,"Yes","No",0.901,0.794,0.107
"Q9BUP3",0.67641,0.07482,0.67641,0.75123,1,0,1,24,24,25,0.08264463,0,1.125,242,"Yes","No",1,54.7577881440083,"Yes","No",0.722,0.102,0.62
"Q9BUQ8",0.93814,0.9897,0.9897,1.92784,1,3,6,23,107,39,0.8158537,0.2695122,1.215,820,"Yes","No",6,85.5565762946415,"Yes","Yes",0.76,0.435,0.325
"Q9BUR4",0.66216,0.85306,0.85306,0.88838,1,3,2,18,41,33,0.3193431,0.06021898,1.044,548,"Yes","No",11,74.8224691294124,"Yes","No",0.861,0.721,0.14
"Q9BUT1",0.99726,0.13356,0.99726,1.117,1,0,2,20,48,28,0.5387755,0,1.138,245,"Yes","No",2,48.5223364686939,"No","No",0.139,0.617,-0.478
"Q9BUU2",0.69,0.83271,0.83271,0.99295,1,1,3,21,69,27,0.5173267,0.01980198,1.191,404,"Yes","No",9,71.4612454208564,"No","No",0.259,0.532,-0.273
"Q9BUX1",2.91334,2.06476,2.91334,3.02796,3,2,4,58,62,52,0.1756757,0.5765766,3.322,222,"Yes","No",2,61.5286243510811,"Yes","No",0.734,0.202,0.532
"Q9BUZ4",0.62649,0.76286,0.76286,0.8593,1,1,2,1,45,23,0.06170213,0.02553191,0.801,470,"Yes","No",1,66.806968230617,"No","No",0.098,0.33,-0.232
"Q9BV10",0.69681,0.61861,0.69681,1.08289,1,1,3,20,84,22,0.06147541,0.3729508,1.383,488,"Yes","No",15,48.4129317782746,"Yes","No",0.952,0.764,0.188
"Q9BV19",0.60176,0.01191,0.60176,0.61367,1,0,1,1,15,25,0.6130653,0,0.838,199,"Yes","No",1,91.1017475227136,"No","No",0.138,0.197,-0.059
"Q9BV20",0.75221,0.37013,0.75221,1.12234,1,0,2,12,76,29,0.6747967,0,1.191,369,"Yes","No",4,45.0470702803794,"No","No",0.161,0.395,-0.234
"Q9BV23",0.75913,0.86387,0.86387,0.94632,1,1,3,25,78,28,0.5163205,0.7032641,1.255,337,"Yes","No",0,52.289933727911,"No","No",0.108,0.235,-0.127
"Q9BV35",0.69192,0.12622,0.69192,0.81814,1,0,1,2,39,19,0.4487179,0,0.719,468,"Yes","No",1,58.6992919429274,"No","No",0.09,0.339,-0.249
"Q9BV38",0.90147,0.64072,0.90147,0.97349,1,1,3,12,59,24,0.1990741,0.2685185,1.169,432,"Yes","No",3,55.5899535464491,"No","Yes",0.158,0.329,-0.171
"Q9BV44",0.87182,0.87373,0.87373,1.74555,1,1,3,16,44,50,0.6390533,0.05325444,1.284,507,"Yes","No",3,68.0416680485444,"No","No",0.086,0.419,-0.333
"Q9BV47",0.63392,0.71771,0.71771,0.80305,1,1,2,4,38,24,0.4312796,0.2938389,0.94,211,"Yes","No",0,71.3718969384645,"No","No",0.067,0.275,-0.208
"Q9BV57",0.75741,1.79377,1.79377,1.86398,1,2,2,93,56,41,0.5977654,0.1843575,2.229,179,"Yes","No",2,55.9220166265363,"Yes","No",0.778,0.801,-0.023
"Q9BV79",1.03873,0.31729,1.03873,1.164,3,0,3,15,57,38,0.5013405,0,1.186,373,"Yes","No",10,56.6752639676568,"Yes","No",0.886,0.422,0.464
"Q9BV86",0.69393,0.68936,0.69393,0.8603,1,1,3,5,45,25,0.7578475,0.1748879,0.977,223,"Yes","No",0,48.1516949244843,"No","No",0.144,0.408,-0.264
"Q9BV94",0.12694,0.60416,0.60416,0.7311,0,1,1,2,62,22,0,0.2612457,0.996,578,"Yes","No",3,54.5250585135398,"No","No",0.116,0.063,0.053
"Q9BVA0",0.70727,0.11511,0.70727,0.82238,1,0,1,6,58,17,0.04122137,0,1.059,655,"Yes","No",25,66.6566880195573,"Yes","No",0.973,0.932,0.0409999999999999
"Q9BVA1",0.0519,0.64095,0.64095,0.69285,0,1,1,22,61,21,0,0.1685393,1.268,445,"Yes","No",55,43.5892420275775,"Yes","No",0.996,0.88,0.116
"Q9BVA6",0.1407,0.74872,0.74872,0.88942,0,1,1,2,50,25,0,0.09388646,0.753,458,"Yes","No",2,69.2158882416376,"No","No",0.101,0.243,-0.142
"Q9BVC3",0.0283,0.73495,0.73495,0.76325,0,1,2,5,28,19,0,0.6844784,0.926,393,"Yes","No",1,62.025462251374,"No","No",0.13,0.172,-0.042
"Q9BVC4",0.62686,0.636,0.636,0.64923,1,1,2,2,30,20,0.1472393,0.02453988,0.877,326,"Yes","No",0,46.4067700430429,"No","Yes",0.152,0.443,-0.291
"Q9BVG3",0.76829,0.76951,0.76951,0.917,1,1,3,21,53,29,0.7473684,0.05473684,1.274,475,"Yes","No",1,71.206353674779,"No","No",0.029,0.184,-0.155
"Q9BVG4",0.87494,0.04164,0.87494,0.91658,1,0,1,11,25,27,0.5150215,0,1.076,233,"Yes","No",1,87.1901779448069,"No","No",0.177,0.33,-0.153
"Q9BVG8",0.88536,0.15888,0.88536,0.93859,1,0,3,40,59,32,0.6878752,0,1.359,833,"Yes","No",0,85.0774787986026,"No","No",0.193,0.235,-0.042
"Q9BVG9",0.70622,0.67781,0.70622,0.85052,1,3,2,16,70,45,0.4332649,0.275154,0.974,487,"Yes","No",2,74.0458484007803,"No","No",0.104,0.395,-0.291
"Q9BVH7",1.12473,0.96274,1.12473,1.49143,1,1,2,8,68,26,0.3630952,0.3988095,1.644,336,"Yes","No",0,71.3043169589286,"No","No",0.045,0.345,-0.3
"Q9BVI4",0.33991,0.65485,0.65485,0.99476,0,1,1,15,49,18,0,0.1608527,0.859,516,"Yes","No",3,56.664837898655,"No","Yes",0.13,0.307,-0.177
"Q9BVJ7",0.19164,0.60415,0.60415,0.79579,0,1,1,2,35,20,0,0.38,0.943,150,"Yes","No",1,47.1107272327733,"No","No",0.1,0.304,-0.204
"Q9BVK2",0.73449,0.09291,0.73449,0.8274,1,0,1,5,47,25,0.08365019,0,0.832,526,"Yes","No",11,48.93985491973,"Yes","No",0.874,0.69,0.184
"Q9BVK6",0.76449,0.74088,0.76449,0.79379,1,1,3,3,45,22,0.3617021,0.4170213,0.998,235,"Yes","No",2,82.2638996059149,"No","No",0.081,0.215,-0.134
"Q9BVM4",2.00873,0.66504,2.00873,2.00873,3,1,4,52,46,46,0.03267974,0.5424837,2.961,153,"Yes","No",0,58.4407196584967,"No","No",0.116,0.093,0.023
"Q9BVP2",0.84772,0.94957,0.94957,0.97977,1,1,3,60,72,30,0.3169399,0.4444444,1.554,549,"Yes","No",6,83.7890244013588,"No","Yes",0.175,0.562,-0.387
"Q9BVQ7",0.87576,1.03569,1.03569,1.73239,1,1,5,62,57,33,0.6666667,0.9057105,1.246,753,"Yes","No",16,59.6200090254847,"Yes","Yes",0.93,0.835,0.0950000000000001
"Q9BVS5",0.80289,0.84826,0.84826,0.87644,1,1,3,8,36,25,0.524109,0.01886792,1.071,477,"Yes","No",0,89.2214757311363,"No","No",0.082,0.17,-0.088
"Q9BVV2",0.7403,0.1972,0.7403,0.9375,1,0,1,15,60,25,0.2327044,0,1.038,318,"Yes","No",0,71.2858518898302,"No","No",0.059,0.17,-0.111
"Q9BW19",1.31423,0.81276,1.31423,1.45157,1,1,4,33,64,35,0.6835067,0.05349183,1.357,673,"Yes","No",7,79.259908326419,"Yes","No",0.802,0.641,0.161
"Q9BW60",0.03604,0.83632,0.83632,0.87236,0,1,1,6,64,21,0,0.5949821,0.84,279,"Yes","No",3,57.3349977117563,"Yes","No",0.77,0.313,0.457
"Q9BW62",0.64508,0.87765,0.87765,0.89324,1,1,2,2,55,29,0.5,0.2755102,1.186,490,"Yes","No",2,77.4735137562245,"No","No",0.079,0.616,-0.537
"Q9BW83",0.62399,0.78424,0.78424,0.85291,1,1,2,18,51,25,0.04301075,0.6774194,1.188,186,"Yes","No",8,54.600072659957,"Yes","No",0.887,0.659,0.228
"Q9BW85",0.71279,0.02201,0.71279,0.7348,1,0,1,1,17,19,0.126935,0,0.738,323,"Yes","No",1,107.876228466656,"No","Yes",0.083,0.539,-0.456
"Q9BW91",0.64685,0.7721,0.7721,1.05968,1,1,2,23,71,29,0.4885714,0.1857143,1.405,350,"Yes","No",0,67.8548159878171,"No","No",0.095,0.031,0.064
"Q9BW92",0.84469,0.97817,0.97817,1.76934,3,1,9,38,73,46,0.8593315,0.6615599,1.191,718,"Yes","No",18,52.3390917097716,"Yes","Yes",0.951,0.888,0.0629999999999999
"Q9BWD1",0.75012,0.62682,0.75012,1.25019,1,1,4,172,85,41,0.1410579,0.3778338,1.625,397,"Yes","No",5,41.5362389680756,"Yes","No",0.764,0.237,0.527
"Q9BWH6",1.03223,0.69479,1.03223,1.72702,1,1,1,23,86,41,0.3474515,0.3610912,1.209,1393,"Yes","No",18,65.6498359606805,"No","Yes",0.25,0.926,-0.676
"Q9BWM7",0,0.74481,0.74481,0.74481,0,1,1,13,33,20,0,0.7757009,1.011,321,"Yes","No",0,54.2209975102804,"No","No",0.155,0.007,0.148
"Q9BWP8",0.02409,0.63801,0.63801,0.6621,0,1,1,17,31,25,0,0.0295203,1.054,271,"Yes","No",9,89.5547438469373,"Yes","No",0.913,0.814,0.0990000000000001
"Q9BWS9",0.69432,0.98965,0.98965,1.06116,1,1,3,13,71,29,0.2086514,0.09414758,1.32,393,"Yes","No",2,52.072082515944,"No","No",0.087,0.524,-0.437
"Q9BWU1",0.71524,0.81076,0.81076,0.92339,1,1,3,8,66,28,0.5179283,0.810757,1.143,502,"Yes","No",9,76.96782088249,"Yes","No",0.9,0.697,0.203
"Q9BWV3",1.07701,0.9151,1.07701,1.99211,3,1,4,37,93,53,0.6712062,0.459144,1.282,514,"Yes","No",1,63.9000616821401,"No","No",0.074,0.109,-0.035
"Q9BWV7",0.76427,0.89566,0.89566,0.90594,1,1,4,35,86,33,0.4324324,0.5962838,1.17,592,"Yes","No",15,78.4618297019392,"No","No",0.329,0.714,-0.385
"Q9BX10",0.7425,0.92148,0.92148,0.93574,1,1,7,30,96,27,0.833887,0.7425249,1.288,602,"Yes","No",4,52.7124059953422,"Yes","No",0.746,0.224,0.522
"Q9BX51",0.61052,0.04543,0.61052,0.65595,1,0,1,4,46,15,0.1288889,0,0.816,225,"Yes","No",2,64.4226453896444,"No","No",0.123,0.03,0.093
"Q9BX59",1.72569,0.65993,1.72569,1.74348,2,1,2,42,42,25,0.07264957,0.2200855,1.761,468,"Yes","No",7,71.5485486398205,"No","No",0.192,0.753,-0.561
"Q9BX70",1.02604,1.20943,1.20943,1.34482,1,2,4,12,80,35,0.7790476,0.1142857,1.87,525,"Yes","No",1,59.8161506079276,"No","No",0.068,0.118,-0.05
"Q9BX79",0.0219,0.68359,0.68359,0.70549,0,1,1,65,30,23,0,0.1484258,1.195,667,"Yes","No",21,75.4871797093553,"Yes","No",0.866,0.633,0.233
"Q9BX95",0.93031,0.68261,0.93031,1.09415,1,1,3,15,86,28,0.4897959,0.5419501,1.101,441,"Yes","No",3,64.2770935392971,"No","No",0.111,0.284,-0.173
"Q9BXA6",0.06998,0.71667,0.71667,0.78665,0,1,1,9,33,25,0,0.6739927,0.86,273,"Yes","No",0,49.8314673649084,"No","No",0.066,0.047,0.019
"Q9BXA7",0.08144,0.74305,0.74305,0.82449,0,1,1,10,48,25,0,0.7574932,0.876,367,"Yes","No",1,69.865013136485,"No","No",0.073,0.267,-0.194
"Q9BXB4",0.73057,0.82167,0.82167,1.40811,5,1,6,14,98,67,0.54083,0.8192771,1.363,747,"Yes","No",0,74.1533521608514,"No","No",0.092,0.206,-0.114
"Q9BXB5",0.71831,0.86426,0.86426,1.40285,5,1,7,15,119,69,0.5693717,0.802356,1.314,764,"Yes","No",6,75.1710952014346,"No","No",0.113,0.154,-0.041
"Q9BXB7",0.7351,0.7204,0.7351,0.93886,1,1,2,20,64,22,0.6432337,0.3268893,1.177,569,"Yes","No",9,76.5769673110193,"Yes","No",0.889,0.574,0.315
"Q9BXC9",0.8339,0.79628,0.8339,0.92279,1,3,5,18,56,39,0.5700416,0.5950069,1.152,721,"Yes","No",27,51.8069362349958,"Yes","No",0.975,0.925,0.0499999999999999
"Q9BXD5",0.90371,0.83714,0.90371,0.93371,1,1,3,29,56,26,0.15,0.328125,1.231,320,"Yes","No",2,48.920330928,"No","No",0.13,0.321,-0.191
"Q9BXI2",0.64435,0.15741,0.64435,0.80176,1,0,1,3,23,23,0.10299,0,0.711,301,"Yes","No",2,57.8884208585714,"No","No",0.092,0.097,-0.005
"Q9BXI3",0.87658,0.75337,0.87658,1.07942,1,1,4,44,56,30,0.5679348,0.6684783,1.198,368,"Yes","No",1,58.6847562191848,"No","No",0.069,0.305,-0.236
