"gene","Delta_2RF","euclidean_dist","Gn","Gc","Gmax","Gsum","N_term_thread","C_term_thread","ENT.ID","num_zipper_nc","num_loop_contacting_res","num_cross_nearest_neighbors","min_N_prot_depth_left","min_C_prot_depth_right","Travatos_G","Length","Entanglement","Cov_Entanglement","Total_Mutations_n","mean_SASA","disease","Essential","gene_ctrl","Gn_ctrl","Gc_ctrl","Gmax_ctrl","Gsum_ctrl","N_term_thread_ctrl","C_term_thread_ctrl","ENT.ID_ctrl","num_zipper_nc_ctrl","num_loop_contacting_res_ctrl","num_cross_nearest_neighbors_ctrl","min_N_prot_depth_left_ctrl","min_C_prot_depth_right_ctrl","Travatos_G_ctrl","Length_ctrl","Entanglement_ctrl","Cov_Entanglement_ctrl","Total_Mutations_n_ctrl","mean_SASA_ctrl","disease_ctrl","Essential_ctrl"
"Q96IY4",0.367,3.37594034897891,0.94274,1.00913,1.00913,1.63721,1,1,6,57,98,53,0.749409,0.8345154,1.516,423,"Yes","No",5,45.1344981835981,"Yes","No","Q8WVK7",0,0,0,0,0,0,0,0,0,0,0,0,0,121,"No","No",0,100.004246917355,"No","No"
"O60882",0.367,2.64644498134611,0.76331,0.61242,0.76331,0.98242,3,1,4,56,83,37,0.631469979296066,0.577639751552795,1.188,483,"Yes","No",12,59.7827563263354,"Yes","No","Q9BTA0",0,0,0,0,0,0,0,0,0,0,0,0,0,163,"No","No",1,100.852597432515,"No","No"
"P46952",0.367,3.12540434101818,1.56108,1.18606,1.56108,1.71748,2,2,4,58,80,48,0.1643357,0.6818182,1.891,286,"Yes","No",10,48.6768601490769,"Yes","No","Q9NYJ1",0,0,0,0,0,0,0,0,0,0,0,0,0,87,"No","No",0,99.8766052103448,"No","No"
"Q9GZN7",0.367,2.5202926497645,0.02826,0.65581,0.65581,0.68407,0,1,1,2,45,18,0,0.1672474,0.988,287,"Yes","No",4,58.6565204401742,"Yes","No","A6NGS2",0,0,0,0,0,0,0,0,0,0,0,0,0,130,"No","No",1,100.358075695385,"No","No"
"P62068",0.367,2.55723913055663,0.71202,0.6785,0.71202,0.90474,1,1,3,33,52,32,0.8278689,0.02459016,1.363,366,"Yes","No",0,59.1876402203333,"Yes","No","Q9BRJ6",0,0,0,0,0,0,0,0,0,0,0,0,0,194,"No","No",0,101.452329919278,"No","No"
"P10599",0.366,1.49788762405051,0.75703,0.81617,0.81617,0.81617,1,1,2,26,37,30,0.238095238095238,0.476190476190476,1.172,105,"Yes","No",1,55.9027482994286,"Yes","Yes","P63220",0,0,0,0,0,0,0,0,0,0,0,0,0,83,"No","No",0,81.0783758056626,"No","Yes"
"P23946",0.366,2.73613436601414,0.67671,0.92091,0.92091,1.38057,1,1,5,11,85,34,0.222672064777328,0.538461538461538,1.842,247,"Yes","No",3,55.3515704938462,"Yes","No","Q9H1F0",0,0,0,0,0,0,0,0,0,0,0,0,0,79,"No","No",1,100.686434280759,"No","No"
"Q96N96",0.366,1.65540998155503,0.71701,0.64423,0.71701,0.84501,1,1,3,1,36,18,0.708589,0.7009202,0.88,652,"Yes","No",10,80.4455214669509,"Yes","No","Q6KB66",0,0,0,0,0,0,0,0,0,0,0,0,0,452,"No","No",3,106.120131371681,"No","No"
"P16452",0.365,3.44179678647604,0.77732,0.82583,0.82583,1.48302,1,1,6,75,90,39,0.425470332850941,0.806078147612156,1.455,691,"Yes","No",7,48.4714681503531,"Yes","No","Q9HD33",0,0,0,0,0,0,0,0,0,0,0,0,0,250,"No","No",3,102.44535815412,"No","No"
"P17050",0.365,3.43108644094265,0.83473,0.79157,0.83473,1.32464,1,1,4,31,57,29,0.89051094890511,0.0316301703163017,1.428,411,"Yes","No",4,44.7866948589051,"Yes","No","Q5TGI4",0,0,0,0,0,0,0,0,0,0,0,0,0,173,"No","No",1,101.382044979364,"No","No"
"Q00536",0.365,1.74244022553578,0.79809,0.64464,0.79809,0.83682,1,1,2,3,41,24,0.7620968,0.5181452,1.148,496,"Yes","No",2,75.7100514046371,"Yes","No","Q5T0U0",0,0,0,0,0,0,0,0,0,0,0,0,0,273,"No","No",2,103.082300142857,"No","No"
"Q99542",0.365,2.49153283890735,0.71427,0.74468,0.74468,0.77201,1,1,3,59,56,25,0.5826772,0.6299213,1.047,508,"Yes","No",11,62.8979769333189,"Yes","No","Q96IU2",0,0,0,0,0,0,0,0,0,0,0,0,0,234,"No","No",3,102.326604714615,"No","No"
"Q9NXP7",0.365,1.50138195659031,0.94207,0.88937,0.94207,0.98594,1,1,3,20,32,26,0.7068966,0.1934866,1.201,522,"Yes","No",4,80.6656781247625,"Yes","No","Q9H4K1",0,0,0,0,0,0,0,0,0,0,0,0,0,382,"No","No",2,105.007685437173,"No","No"
"Q9UQM7",0.365,3.04167349956669,0.05193,0.77706,0.77706,0.82899,0,1,1,7,39,28,0,0.8158996,0.951,478,"Yes","No",20,54.7102711976151,"Yes","No","Q8TAE8",0,0,0,0,0,0,0,0,0,0,0,0,0,222,"No","No",3,102.769097930631,"No","No"
"Q6IMI6",0.365,3.25788546592756,1.17427,1.02885,1.17427,1.19353,3,1,4,40,93,56,0.4506579,0.625,1.362,304,"Yes","No",6,47.0264410436908,"Yes","No","Q8N257",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"No","No",0,101.017625409524,"No","No"
"Q05BV3",0.364,5.60769916478375,0.85035,0.8376,0.85035,1.20263,5,1,12,23,167,59,0.8628746,0.7120366,1.288,1969,"Yes","No",5,43.9852823681249,"Yes","No","Q9BR77",0,0,0,0,0,0,0,0,0,0,0,0,0,488,"No","No",4,107.429723368852,"No","No"
"P18440",0.364,3.35155735792934,0.82684,0.74677,0.82684,1.56064,1,1,5,12,55,31,0.317241379310345,0.775862068965517,1.524,290,"Yes","No",5,45.4000771473448,"Yes","No","Q5QNW6",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"No","No",0,101.14346664619,"No","No"
"Q8WZA2",0.363,3.62492280132811,1.30506,1.7586,1.7586,3.06366,3,3,13,141,125,72,0.7695351,0.87636,2.109,1011,"Yes","No",5,51.8051899319308,"Yes","No","Q7Z3Y9",0,0,0,0,0,0,0,0,0,0,0,0,0,468,"No","No",6,107.166929820513,"No","No"
"Q9H1Y0",0.363,2.84943972620391,0.72221,0.62576,0.72221,0.89816,1,1,3,11,72,35,0.2545455,0.03636364,0.981,275,"Yes","No",4,54.0426638301455,"Yes","No","Q99525",0,0,0,0,0,0,0,0,0,0,0,0,0,98,"No","No",1,101.209750831633,"No","No"
"P23560",0.363,0.58578723498886,0.13862,0.90429,0.90429,1.04291,0,1,2,23,36,29,0,0.267206477732793,1.316,247,"Yes","No",3,92.6944255157895,"Yes","No","Q86SE8",0,0,0,0,0,0,0,0,0,0,0,0,0,214,"No","No",1,102.311206875308,"No","No"
"P08519",0.362,3.34382620709682,0.05981,0.61161,0.61161,0.67142,0,1,1,1,41,24,0,0.729901960784314,0.865,1400,"Yes","No",13,72.9051648925414,"Yes","No","Q6A163",0,0,0,0,0,0,0,0,0,0,0,0,0,491,"No","No",6,108.963746545825,"No","No"
"P43304",0.362,3.37268124790356,1.22303,1.79339,1.79339,3.01642,3,2,10,97,144,90,0.1513067,0.7001376,2.539,727,"Yes","No",5,51.2592085795736,"Yes","No","Q9H160",0,0,0,0,0,0,0,0,0,0,0,0,0,280,"No","No",0,103.821525875071,"No","No"
"Q96I59",0.362,2.92362250281646,0.17478,0.98474,0.98474,1.06291,0,3,5,15,86,51,0,0.7714885,1.057,477,"Yes","No",17,56.8933226995304,"Yes","No","O60814",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"No","No",0,101.411731200159,"No","No"
"Q9UJW2",0.362,2.44031646243526,0.99979,2.58358,2.58358,2.62961,1,3,2,162,55,46,0.7962185,0.05462185,3.096,476,"Yes","No",8,64.4424973487017,"Yes","No","Q99879",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"No","No",0,101.557873542381,"No","No"
"O14965",0.361,0.86687726203829,0.09841,0.78479,0.78479,0.8832,0,1,1,5,42,28,0,0.481389578163772,0.971,403,"Yes","No",7,76.9703580084615,"Yes","Yes","Q8WV07",0,0,0,0,0,0,0,0,0,0,0,0,0,137,"No","No",1,82.8744851251095,"No","Yes"
"Q8NBT0",0.361,2.60017998468629,0.68273,0.73682,0.73682,0.73682,1,1,2,4,35,20,0.06142506,0.3194103,0.872,407,"Yes","No",12,61.0903352035627,"Yes","No","P33778",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"No","No",0,101.796844208095,"No","No"
"Q9NXB0",0.361,1.71938100239098,0.73261,0.01626,0.73261,0.74887,1,0,1,6,33,22,0.1502683,0,0.977,559,"Yes","No",12,78.6618905753309,"Yes","No","O76014",0,0,0,0,0,0,0,0,0,0,0,0,0,449,"No","No",9,107.038428358575,"No","No"
"Q15019",0.36,1.87307273631946,0.69184,0.11653,0.69184,0.80837,1,0,1,24,40,26,0.1108033,0,1.206,361,"Yes","No",0,72.357124120554,"Yes","No","O43805",0,0,0,0,0,0,0,0,0,0,0,0,0,119,"No","No",0,101.739913109244,"No","No"
"O00116",0.36,3.2241361868622,1.44419,1.59432,1.59432,2.25433,1,2,10,61,118,48,0.803951367781155,0.610942249240122,2.182,658,"Yes","No",5,52.955431694614,"Yes","No","Q8TBF8",0,0,0,0,0,0,0,0,0,0,0,0,0,368,"No","No",2,105.413566877717,"No","No"
"P22612",0.36,3.05797385930628,0.77197,0.82561,0.82561,0.96199,1,1,2,33,55,30,0.205128205128205,0.658119658119658,1.305,351,"Yes","No",2,51.4167150994017,"Yes","No","C9JCN9",0,0,0,0,0,0,0,0,0,0,0,0,0,74,"No","No",1,101.187968945946,"No","No"
"P09661",0.36,0.930695905087314,0.00743,0.63194,0.63194,0.63937,0,1,1,1,29,13,0,0.105882352941176,0.682,255,"Yes","No",0,68.1756833209255,"Yes","Yes","P49458",0,0,0,0,0,0,0,0,0,0,0,0,0,86,"No","No",0,81.6580511306977,"No","Yes"
"Q7Z406",0.359,4.97616196400845,0.94436,1.76999,1.76999,2.23263,1,9,13,34,111,24,0.2466165,0.9132832,2.136,1995,"Yes","No",49,79.4694019706045,"Yes","No","P40222",0,0,0,0,0,0,0,0,0,0,0,0,0,546,"No","No",2,112.352600503663,"No","No"
"P51157",0.359,2.04779798467728,0.72111,0.7755,0.7755,1.03303,1,1,2,37,52,27,0.07239819,0.7104072,1.269,221,"Yes","No",2,67.687333451819,"Yes","No","P50151",0,0,0,0,0,0,0,0,0,0,0,0,0,68,"No","No",1,101.377578573529,"No","No"
"Q8NBS9",0.359,2.00618417091999,0.84195,0.87563,0.87563,1.035,1,1,6,33,42,37,0.7893519,0.7268519,1.208,432,"Yes","No",3,71.0973600742407,"Yes","No","Q9BRP8",0,0,0,0,0,0,0,0,0,0,0,0,0,204,"No","No",0,103.020790691667,"No","No"
"P17706",0.358,2.19963051870417,0.62801,0.00813,0.62801,0.63614,1,0,1,4,38,20,0.272289156626506,0,1.062,415,"Yes","No",3,67.6003219173928,"Yes","No","P24539",0,0,0,0,0,0,0,0,0,0,0,0,0,256,"No","No",0,103.779795199219,"No","No"
"Q13526",0.358,2.37320546144007,0.69964,0.1169,0.69964,0.81654,1,0,1,24,42,27,0.3558282,0,1.077,163,"Yes","No",0,62.0880699134969,"Yes","No","Q96A08",0,0,0,0,0,0,0,0,0,0,0,0,0,127,"No","No",0,101.991216873386,"No","No"
"O15397",0.357,3.56749246183944,0.31404,0.81614,0.81614,1.13018,0,1,1,4,65,13,0,0.0925747348119575,0.921,1037,"Yes","No",6,53.4938871197165,"Yes","No","Q92764",0,0,0,0,0,0,0,0,0,0,0,0,0,455,"No","No",6,106.887471714286,"No","No"
"Q13555",0.357,2.54495070230278,0.058,0.79037,0.79037,0.84837,0,1,1,5,47,28,0,0.8405018,0.97,558,"Yes","No",0,63.7568891082007,"Yes","No","Q9H0I3",0,0,0,0,0,0,0,0,0,0,0,0,0,377,"No","No",1,105.720048735013,"No","No"
"Q15645",0.356,2.93464954040945,0.79755,0.6861,0.79755,0.85391,1,1,3,5,66,26,0.4097222,0.3125,1.203,432,"Yes","No",9,55.678865207838,"Yes","No","Q9NXH3",0,0,0,0,0,0,0,0,0,0,0,0,0,145,"No","No",2,102.879887282414,"No","No"
"Q8IUD6",0.356,1.71474169408196,0.67718,0.74582,0.74582,0.90433,1,1,3,23,63,26,0.7337963,0.04861111,1.312,432,"Yes","No",12,77.9336352308333,"Yes","No","Q9NVX0",0,0,0,0,0,0,0,0,0,0,0,0,0,235,"No","No",1,103.96054407234,"No","No"
"Q8TC57",0.356,1.67628921741871,0.77397,0.85236,0.85236,0.91928,1,3,3,54,53,33,0.04528302,0.2509434,1.119,530,"Yes","No",2,78.8247697196792,"Yes","No","Q8NEJ9",0,0,0,0,0,0,0,0,0,0,0,0,0,315,"No","No",0,105.106011433905,"No","No"
"Q9UBT2",0.356,1.88478692045899,0.7839,0.65577,0.7839,0.91647,1,1,5,13,63,26,0.7078125,0.171875,1.067,640,"Yes","No",5,63.5394059261906,"Yes","Yes","Q9NUG6",0,0,0,0,0,0,0,0,0,0,0,0,0,133,"No","No",0,84.0307817067669,"No","Yes"
"Q8NBH2",0.355,2.3959899448151,0.84231,0.83018,0.84231,0.96088,1,1,3,10,60,29,0.3736762,0.6641452,1.099,661,"Yes","No",5,68.3416327230499,"Yes","No","Q8N998",0,0,0,0,0,0,0,0,0,0,0,0,0,374,"No","No",1,106.203369449198,"No","No"
"P35398",0.355,1.59883080983347,0.07453,0.71943,0.71943,0.79396,0,1,1,5,27,17,0,0.7590822,0.94,523,"Yes","No",10,81.6806844170287,"Yes","No","Q9C075",0,0,0,0,0,0,0,0,0,0,0,0,0,422,"No","No",6,107.989772753555,"No","No"
"Q13093",0.355,3.03096295459491,0.86543,0.95909,0.95909,1.6644,1,1,5,37,74,33,0.4263039,0.7029478,1.573,441,"Yes","No",11,54.3592253468163,"Yes","No","Q9BRV8",0,0,0,0,0,0,0,0,0,0,0,0,0,207,"No","No",0,103.46159536715,"No","No"
"O43301",0.354,3.34067623316194,2.09253,1.14195,2.09253,2.1851,2,1,10,21,126,34,0.792592592592593,0.25037037037037,2.333,675,"Yes","No",2,51.8877933447644,"Yes","No","P09497",0,0,0,0,0,0,0,0,0,0,0,0,0,229,"No","No",0,104.002174934498,"No","No"
"P00738",0.354,2.62282735558786,0.70703,0.82711,0.82711,1.45823,1,1,7,22,89,45,0.701970443349754,0.381773399014778,1.527,406,"Yes","No",7,60.9952483766059,"Yes","No","Q2NKX9",0,0,0,0,0,0,0,0,0,0,0,0,0,166,"No","No",0,103.330109509217,"No","No"
"P26358",0.354,4.34586182645213,1.17879,1.74018,1.74018,2.89699,3,5,18,77,177,94,0.804455445544555,0.718440594059406,2.026,1616,"Yes","No",48,68.186134377375,"Yes","Yes","Q9NPF5",0,0,0,0,0,0,0,0,0,0,0,0,0,467,"No","No",0,101.311240010621,"No","Yes"
"Q00653",0.354,2.41620593493418,0.76673,0.79733,0.79733,1.08246,1,1,2,5,46,17,0.12,0.08888889,1.076,900,"Yes","No",9,74.8659406211067,"Yes","No","Q9NSB4",0,0,0,0,0,0,0,0,0,0,0,0,0,513,"No","No",3,110.917027233918,"No","No"
"Q8NCW5",0.354,2.2831658320969,0.91305,0.19458,0.91305,1.10763,1,0,1,13,43,24,0.3854167,0,1.163,288,"Yes","No",7,65.5665523332292,"Yes","No","Q99417",0,0,0,0,0,0,0,0,0,0,0,0,0,103,"No","No",0,102.611066970874,"No","No"
"Q9Y463",0.353,1.60853992581525,0.64435,0.70872,0.70872,0.86426,1,1,2,8,49,27,0.5214626,0.6995231,1.035,629,"Yes","No",13,83.929514272814,"Yes","No","Q9NNX1",0,0,0,0,0,0,0,0,0,0,0,0,0,390,"No","No",5,107.78752914359,"No","No"
"Q9NS71",0.353,1.88719518226473,0.64224,0,0.64224,0.64224,1,0,1,2,28,20,0.7297297,0,1.373,199,"Yes","Yes",2,71.5238624082714,"Yes","No","Q8WWY7",0,0,0,0,0,0,0,0,0,0,0,0,0,111,"No","No",0,102.975243464865,"No","No"
"O95631",0.353,2.58194671554837,0.9316,1.02023,1.02023,1.20764,1,1,5,18,70,26,0.822847682119205,0.596026490066225,1.458,604,"Yes","Yes",5,64.4621986902152,"Yes","No","P0C7W6",0,0,0,0,0,0,0,0,0,0,0,0,0,258,"No","No",1,104.619178624031,"No","No"
"Q8WTW4",0.353,2.60635114635877,0.75137,0.06461,0.75137,0.81598,1,0,1,4,36,21,0.4552632,0,0.969,380,"Yes","No",7,61.2604635482105,"Yes","No","Q9NX63",0,0,0,0,0,0,0,0,0,0,0,0,0,227,"No","No",0,104.201341245022,"No","No"
"Q92989",0.353,2.01639284944722,0.86715,0.9493,0.9493,1.81645,1,1,9,36,91,27,0.8611765,0.8188235,1.691,425,"Yes","No",3,52.2357051532941,"Yes","Yes","P62310",0,0,0,0,0,0,0,0,0,0,0,0,0,102,"No","No",0,82.4724444396078,"No","Yes"
"P15428",0.352,3.19649445064987,0.90506,0.15698,0.90506,1.06204,1,0,2,25,53,21,0.515037593984962,0,1.161,266,"Yes","No",9,50.2610502769023,"Yes","No","Q30KQ6",0,0,0,0,0,0,0,0,0,0,0,0,0,69,"No","Yes",0,102.809135930435,"No","No"
"Q86TI2",0.352,4.01014130975778,1.15801,0.8913,1.15801,1.15801,3,1,6,52,119,32,0.7439166,0.6488992,1.321,863,"Yes","No",11,44.1967412512514,"Yes","No","P09496",0,0,0,0,0,0,0,0,0,0,0,0,0,248,"No","No",0,104.561954600806,"No","No"
"Q9H1X1",0.352,2.90985989803136,0.73315,0.75201,0.75201,0.84839,1,1,3,20,39,21,0.576087,0.4963768,1.054,276,"Yes","No",8,55.311412002029,"Yes","No","Q8WW33",0,0,0,0,0,0,0,0,0,0,0,0,0,167,"No","No",1,103.723690641317,"No","No"
"P13535",0.351,4.58343925437659,0.92531,0.79464,0.92531,1.17037,1,1,8,34,115,27,0.246773360867321,0.919463087248322,1.26,1937,"Yes","No",23,75.3743086466639,"Yes","No","Q8IYJ2",0,0,0,0,0,0,0,0,0,0,0,0,0,551,"No","No",0,112.437624711434,"No","No"
"Q15131",0.351,2.69430679557307,0.69854,0.73016,0.73016,0.82193,1,1,2,16,41,27,0.7111111,0.6777778,1.132,360,"Yes","No",8,59.7045709364722,"Yes","No","Q96NB1",0,0,0,0,0,0,0,0,0,0,0,0,0,174,"No","No",2,103.959362821839,"No","No"
"Q9NP72",0.351,2.42786970217444,0.69901,0.74108,0.74108,0.92434,1,1,2,25,48,25,0.05825243,0.7135922,1.276,206,"Yes","No",3,62.6727675302233,"Yes","No","Q8WUW1",0,0,0,0,0,0,0,0,0,0,0,0,0,75,"No","No",0,102.998401693333,"No","No"
"Q9UMW8",0.351,2.4591437148141,0.77064,0.70209,0.77064,0.77064,1,1,2,48,50,31,0.8306452,0.02688172,1.394,372,"Yes","No",6,63.8561584716398,"Yes","No","Q8IXL9",0,0,0,0,0,0,0,0,0,0,0,0,0,164,"No","No",4,104.03342154878,"No","No"
"P01588",0.351,2.0028401056139,0.636,0.04721,0.636,0.68321,1,0,1,15,33,16,0.352331606217616,0,1.03,193,"Yes","No",4,70.0125122284456,"Yes","No","Q9C005",0,0,0,0,0,0,0,0,0,0,0,0,0,99,"No","No",0,103.289029033495,"No","No"
"P48553",0.351,3.57707573545825,1.19714,0.80008,1.19714,1.27362,1,1,7,52,74,26,0.8832407,0.7601271,1.313,1259,"Yes","No",11,63.2129728863685,"Yes","No","Q01850",0,0,0,0,0,0,0,0,0,0,0,0,0,454,"No","No",2,109.427935365639,"No","No"
"Q9NZM3",0.351,3.825826096469,0.83715,0.792,0.83715,1.1711,1,1,13,2,64,30,0.9381261,0.5244549,1.06,1697,"Yes","No",20,82.5117440653659,"Yes","No","Q9NUQ3",0,0,0,0,0,0,0,0,0,0,0,0,0,528,"No","No",4,113.474629992424,"No","No"
"P31025",0.35,2.38041189920548,0.84106,0,0.84106,0.84106,1,0,1,15,32,20,0.2215909,0,1.009,176,"Yes","No",4,63.6281758303409,"Yes","No","P57077",0,0,0,0,0,0,0,0,0,0,0,0,0,142,"No","No",0,103.542442288732,"No","No"
"Q5VYX0",0.35,3.42523429029245,0.64804,1.78191,1.78191,1.89811,1,3,4,38,109,45,0.09064327,0.6929825,2.086,342,"Yes","No",5,47.0337197418596,"Yes","No","Q86TS9",0,0,0,0,0,0,0,0,0,0,0,0,0,123,"No","No",2,103.699322487805,"No","No"
"P82932",0.35,1.37516546711114,0.65829,0.75774,0.75774,0.76394,1,1,2,12,40,20,0.072,0.448,1.428,125,"Yes","No",2,80.8408121152,"Yes","No","P63218",0,0,0,0,0,0,0,0,0,0,0,0,0,68,"No","No",0,103.777408397059,"No","No"
"O60890",0.349,2.08720703256778,0.69961,0.73279,0.73279,1.37549,1,1,4,19,45,27,0.341645885286783,0.567331670822943,0.941,802,"Yes","No",26,81.5112196032244,"Yes","No","Q9H095",0,0,0,0,0,0,0,0,0,0,0,0,0,443,"No","No",12,110.412219920767,"No","No"
"Q12794",0.349,3.39423133218696,0.67439,0.82563,0.82563,0.92679,1,1,3,25,68,32,0.308046,0.2689655,1.229,435,"Yes","No",9,48.6172448841977,"Yes","No","Q9UKA8",0,0,0,0,0,0,0,0,0,0,0,0,0,241,"No","No",0,104.590602895021,"No","No"
"Q86UW7",0.349,3.69957938527397,0.75143,0.70145,0.75143,1.39257,1,1,6,47,67,26,0.3819444,0.632716,1.141,1296,"Yes","No",11,63.2556842180494,"Yes","No","Q7Z6B0",0,0,0,0,0,0,0,0,0,0,0,0,0,441,"No","No",6,110.537259036281,"No","No"
"Q9NSU2",0.349,2.16407067249635,1.00006,0.8534,1.00006,1.44868,3,1,3,11,64,39,0.05732484,0.3535032,1.353,314,"Yes","No",10,68.8088326830892,"Yes","No","Q2NL98",0,0,0,0,0,0,0,0,0,0,0,0,0,169,"No","No",4,104.292285254438,"No","No"
"O75469",0.348,2.18511246108773,0.69319,0.74613,0.74613,0.8374,1,1,3,5,68,22,0.486175115207373,0.78110599078341,1.023,434,"Yes","No",3,69.3576351062212,"Yes","No","Q9BWC9",0,0,0,0,0,0,0,0,0,0,0,0,0,280,"No","No",0,105.335506312143,"No","No"
"O94921",0.348,1.90853156564856,0.08773,0.67407,0.67407,0.7618,0,1,1,2,40,24,0,0.554371002132196,1.159,469,"Yes","No",0,74.873043362209,"Yes","No","Q9HCC6",0,0,0,0,0,0,0,0,0,0,0,0,0,221,"No","No",0,104.785986221719,"No","No"
"P45877",0.348,2.64577473519434,0.81367,1.46914,1.46914,1.64171,1,2,3,64,42,34,0.6273585,0.240566,1.745,212,"Yes","No",3,59.7459054013019,"Yes","No","O95295",0,0,0,0,0,0,0,0,0,0,0,0,0,136,"No","No",1,104.102036852941,"No","No"
"Q7Z7A4",0.348,2.55818780557568,0.60824,0.68427,0.68427,0.77995,1,1,2,3,74,27,0.4775087,0.6124567,1.115,578,"Yes","No",3,65.1478225590761,"Yes","No","Q6IEG0",0,0,0,0,0,0,0,0,0,0,0,0,0,339,"No","No",1,106.670380593215,"No","No"
"Q8IV36",0.348,3.44813543311874,0.8166,1.04898,1.04898,1.72065,1,1,4,5,96,38,0.7994924,0.0571066,1.429,788,"Yes","No",5,53.2595553754188,"Yes","No","Q9H9H4",0,0,0,0,0,0,0,0,0,0,0,0,0,285,"No","No",0,106.081735117193,"No","No"
"Q9BUD6",0.348,0.29705140576638,0.78813,0.73668,0.78813,0.80701,1,1,3,46,67,26,0.223565,0.5740181,1.06,331,"Yes","No",6,67.4080399558489,"Yes","NT","Q13046",0,0,0,0,0,0,0,0,0,0,0,0,0,419,"No","No",7,64.7267080160525,"No","NT"
"Q9NRD5",0.348,2.15693609085333,0.45119,0.73,0.73,1.18119,0,1,1,5,66,14,0,0.2722892,1.045,415,"Yes","No",0,69.9098790844819,"Yes","No","Q7Z7G2",0,0,0,0,0,0,0,0,0,0,0,0,0,160,"No","No",0,104.158549358938,"No","No"
"Q9H1A4",0.347,5.06129097473846,0.88464,0.92664,0.92664,1.81128,5,3,11,22,117,71,0.8420782,0.7901235,1.181,1944,"Yes","No",7,59.8225269261893,"Yes","Yes","Q9NZM5",0,0,0,0,0,0,0,0,0,0,0,0,0,478,"No","No",5,109.529284175523,"No","Yes"
"Q7Z4S6",0.347,4.14036015355813,1.23458,0.82445,1.23458,1.40509,1,1,5,40,64,25,0.8082437,0.01493429,1.329,1674,"Yes","No",36,81.4691008781028,"Yes","No","Q9H7C4",0,0,0,0,0,0,0,0,0,0,0,0,0,482,"No","No",6,115.823000726141,"No","No"
"P02549",0.346,6.66109053546019,0.28748,0.74306,0.74306,1.03054,0,1,2,2,22,12,0,0.57585779247623,0.751,2419,"Yes","No",60,67.1042977882993,"Yes","No","Q8IYX8",0,0,0,0,0,0,0,0,0,0,0,0,0,460,"No","No",4,114.416956461957,"No","No"
"P23919",0.346,2.03123247270973,0.82145,0.81386,0.82145,0.84547,1,1,3,21,55,31,0.627358490566038,0.55188679245283,1.193,212,"Yes","No",5,49.5388348743208,"Yes","Yes","P41567",0,0,0,0,0,0,0,0,0,0,0,0,0,113,"No","No",0,83.1912539562832,"No","Yes"
"O15072",0.344,3.09588373919881,0.90338,1.54608,1.54608,1.64813,1,2,8,45,74,27,0.625726141078838,0.835684647302905,1.978,1205,"Yes","No",16,74.5512995622589,"Yes","No","Q9H2G9",0,0,0,0,0,0,0,0,0,0,0,0,0,400,"No","No",2,108.6218691715,"No","No"
"Q99988",0.344,1.3861338269775,0.11827,0.63737,0.63737,0.75564,0,1,1,19,28,17,0,0.02272727,0.993,308,"Yes","No",7,82.7476297990779,"Yes","No","O43257",0,0,0,0,0,0,0,0,0,0,0,0,0,154,"No","No",0,104.275647231169,"No","No"
"Q13490",0.344,2.57604954661631,0.76396,0.00142,0.76396,0.76538,1,0,1,21,46,17,0.7540453,0,1.137,618,"Yes","No",3,66.4696671034013,"Yes","No","Q9NVK5",0,0,0,0,0,0,0,0,0,0,0,0,0,253,"No","No",1,106.228353920949,"No","No"
"O43709",0.344,0.792885242127219,0.65657,0.80299,0.80299,0.8561,1,1,2,3,39,26,0.202846975088968,0.281138790035587,1.018,281,"Yes","No",0,72.741112733452,"Yes","Yes","P36954",0,0,0,0,0,0,0,0,0,0,0,0,0,125,"No","No",0,83.87224088512,"No","Yes"
"P35270",0.344,3.29248523742277,1.04532,0.10473,1.04532,1.1057,1,0,2,25,44,29,0.5977011,0,1.169,261,"Yes","No",8,49.5931811398467,"Yes","No","P02652",0,0,0,0,0,0,0,0,0,0,0,0,0,100,"No","No",0,104.1467395,"No","No"
"Q6TFL4",0.344,3.1929707598922,0.64771,1.08696,1.08696,1.21129,1,1,3,29,61,23,0.5966667,0.01833333,1.463,600,"Yes","No",10,55.27422885677,"Yes","No","P82979",0,0,0,0,0,0,0,0,0,0,0,0,0,210,"No","No",1,105.302568998762,"No","No"
"P48735",0.343,3.03345580381835,0.92646,0.69556,0.92646,0.95505,1,1,4,52,55,28,0.5464602,0.3207965,1.127,452,"Yes","No",9,55.9199957188407,"Yes","No","Q86W54",0,0,0,0,0,0,0,0,0,0,0,0,0,205,"No","No",0,105.156427873171,"No","No"
"O60258",0.342,1.41810076061162,0.72153,0.65651,0.72153,0.97142,1,1,3,17,37,23,0.5,0.199074074074074,1.03,216,"Yes","No",3,81.1864611891944,"Yes","No","Q5JTB6",0,0,0,0,0,0,0,0,0,0,0,0,0,97,"No","No",0,104.271554587629,"No","No"
"P02747",0.342,1.09451603422957,0.84178,0.03862,0.84178,0.8804,1,0,1,10,43,19,0.706122448979592,0,0.998,245,"Yes","No",4,87.1464624433469,"Yes","No","A8MTL0",0,0,0,0,0,0,0,0,0,0,0,0,0,148,"No","No",0,104.731380202703,"No","No"
